Relay Height,Gain,Time Constant(T1),Time Constant(T2),Delay,Amplitude ,Time Period,Estimated T1,Estimated T2
1,1,2,1,2,0.5496,8.209,2.161431183,0.862879393
1,1,3,1,2,0.4484,8.877,3.009013749,0.954498753
1,1,4,1,2,0.3723,9.319,3.977311421,0.970160347
1,1,5,1,2,0.3148,9.605,5.016395902,0.954744326
1,1,6,1,2,0.2729,9.9,6.039167663,0.980569026
1,1,7,1,2,0.2421,10.059,7.015595221,0.972503981
1,1,8,1,2,0.2179,10.22,7.976180058,0.980278817
1,1,9,1,2,0.1984,10.406,8.927492861,1.007708841
1,1,10,1,2,0.182,10.462,9.870983434,0.990785715
1,1,11,1,2,0.1681,10.555,10.82126558,0.99387342
1,1,12,1,2,0.1562,10.63,11.76766763,0.994506108
1,1,13,1,2,0.1458,10.761,12.73913378,1.018878009
1,1,14,1,2,0.1443,10.822,12.9024154,1.037874054
1,1,15,1,2,0.1287,10.833,14.63213897,1.005749312
1,1,3,2,2,0.3793,10.438,3.434038405,1.771366535
1,1,4,2,2,0.3225,11.065,4.446844444,1.858006569
1,1,5,2,2,0.2808,11.453,5.503156516,1.852353824
1,1,6,2,2,0.2485,11.925,6.493928867,1.959477766
1,1,7,2,2,0.2226,12.218,7.546692469,1.980151105
1,1,8,2,2,0.2014,12.326,8.645470152,1.919163686
1,1,9,2,2,0.1839,12.632,9.681761221,1.991781787
1,1,10,2,2,0.1692,12.818,10.74200856,2.010507518
1,1,11,2,2,0.1567,12.802,11.82816403,1.935718071
1,1,12,2,2,0.1458,13.809,12.74204997,2.410773476
1,1,13,2,2,0.1364,13.191,13.94488266,2.025889761
1,1,14,2,2,0.128,13.291,15.02867256,2.031357688
1,1,15,2,2,0.1207,13.371,16.09357257,2.032529899
1,1,4,3,2,0.2901,12.236,4.642104672,2.67213541
1,1,5,3,2,0.2601,12.812,5.457926927,2.836494742
1,1,6,3,2,0.2358,13.323,6.283451602,2.984347169
1,1,7,3,2,0.2157,13.653,7.214242456,2.993734824
1,1,8,3,2,0.1988,13.774,8.233748133,2.871067603
1,1,9,3,2,0.1844,14.296,8.984457844,3.114179237
1,1,10,3,2,0.1719,14.46,9.936580192,3.081658026
1,1,11,3,2,0.1611,14.718,10.81195178,3.143164324
1,1,12,3,2,0.1515,14.624,11.84883071,2.966114378
1,1,13,3,2,0.143,14.779,12.75652728,2.981498306
1,1,14,3,2,0.1355,15.207,13.53890868,3.187286788
1,1,15,3,2,0.1287,15.372,14.4337948,3.221058651
1,1,5,4,2,0.2416,13.848,5.140660263,4.011243827
1,1,6,4,2,0.2227,14.305,6.008627016,4.010996669
1,1,7,4,2,0.2063,14.758,6.786689991,4.11842605
1,1,8,4,2,0.192,15.12,7.644033787,4.143876993
1,1,9,4,2,0.1794,15.426,8.526119407,4.149649711
1,1,10,4,2,0.1683,15.407,9.656506202,3.851414178
1,1,11,4,2,0.1583,15.606,10.56517701,3.838351566
1,1,12,4,2,0.1495,16.229,11.13407343,4.247439642
1,1,13,4,2,0.1416,15.972,12.33462449,3.850216578
1,1,14,4,2,0.1346,16.127,13.20521984,3.856428355
1,1,15,4,2,0.1282,16.267,14.08519768,3.860622508
1,1,6,5,4,0.3525,21.767,7.517477752,3.927677535
1,1,7,5,4,0.319,22.78,8.679267363,4.238704998
1,1,8,5,4,0.3,23.418,9.454742745,4.445453027
1,1,9,5,4,0.2831,23.51,10.56029357,4.193696321
1,1,10,5,4,0.2681,23.979,11.39675553,4.307770944
1,1,11,5,4,0.2546,24.29,12.30300744,4.317704642
1,1,12,5,4,0.2425,24.688,13.1455782,4.412147552
1,1,13,5,4,0.2315,25.015,14.01333442,4.467631219
1,1,14,5,4,0.2241,25.339,14.60331466,4.575719323
1,1,15,5,4,0.2116,26.347,15.49683644,5.084254532
1,1,7,6,4,0.304,23.81,8.826159804,4.984735777
1,1,8,6,4,0.2888,24.017,9.812455207,4.775567596
1,1,9,6,4,0.2748,24.493,10.54942499,4.898540433
1,1,10,6,4,0.2612,25.03,11.30662331,5.076494219
1,1,11,6,4,0.2483,26.326,11.46712271,6.067451497
1,1,12,6,4,0.2361,26.768,12.42477618,6.11386175
1,1,13,6,4,0.2247,27.082,13.4984605,6.051011893
1,1,14,6,4,0.2142,27.461,14.50443113,6.089193532
1,1,15,6,4,0.2046,27.78,15.53639672,6.096468634
1,3,2,1,4,2.384,12.697,2.336019834,0.635177916
1,3,3,1,4,2.059,13.587,3.124417381,0.732105076
1,3,4,1,4,1.798,14.333,3.958279782,0.807244564
1,3,5,1,4,1.58,14.992,4.864067718,0.872172808
1,3,6,1,4,1.403,15.44,5.799579244,0.879797386
1,3,7,1,4,1.263,15.73,6.71086616,0.857793919
1,3,8,1,4,1.148,16.216,7.654609442,0.930746041
1,3,9,1,4,1.051,16.341,8.56302189,0.883981269
1,3,10,1,4,0.9954,16.743,9.225295425,0.975432455
1,3,11,1,4,0.8869,16.873,10.61012858,0.917322335
1,3,12,1,4,0.8272,17.131,11.57291715,0.949383778
1,3,13,1,4,0.7773,17.29,12.47390003,0.955866323
1,3,14,1,4,0.7329,17.431,13.37774587,0.960896176
1,3,15,1,4,0.693,17.558,14.28814493,0.965052139
1,3,3,2,4,1.895,15.531,3.304635265,1.672196282
1,3,4,2,4,1.671,16.371,4.207346656,1.744819437
1,3,5,2,4,1.482,17.074,5.182630622,1.787086284
1,3,6,2,4,1.32,17.527,6.263948127,1.732655388
1,3,7,2,4,1.195,18.105,7.246281178,1.811019659
1,3,8,2,4,1.095,18.481,8.209857711,1.823226165
1,3,9,2,4,1.049,18.966,8.682785472,1.978618315
1,3,10,2,4,0.9387,19.284,10.11101115,1.933647268
1,3,11,2,4,0.8763,19.388,11.07046256,1.876289539
1,3,12,2,4,0.8269,19.627,11.92591355,1.899957246
1,3,13,2,4,0.7784,19.834,12.87164219,1.910008421
1,3,14,2,4,0.7352,20.018,13.81875924,1.917926113
1,3,15,2,4,0.6966,19.999,14.74873293,1.850633291
1,3,4,3,4,1.538,17.827,4.394067832,2.561321892
1,3,5,3,4,1.388,18.643,5.28603284,2.677744343
1,3,6,3,4,1.271,19.326,6.12273422,2.785294434
1,3,7,3,4,1.174,20.1,6.856566617,3.022005627
1,3,8,3,4,1.091,20.372,7.806807892,2.9059595
1,3,9,3,4,1.018,20.781,8.674268996,2.934094013
1,3,10,3,4,0.9536,21.09,9.566912192,2.923465201
1,3,11,3,4,0.8966,21.397,10.44960396,2.934437744
1,3,12,3,4,0.8457,22.001,11.25108202,3.134685052
1,3,13,3,4,0.8,22.246,12.15370177,3.133626641
1,3,14,3,4,0.7561,22.484,13.12075627,3.133766852
1,3,15,3,4,0.7161,22.691,14.10537094,3.128237154
1,3,5,4,7,1.83,27.466,6.263698981,2.856268109
1,3,6,4,7,1.745,28.48,6.649715996,3.268734892
1,3,7,4,7,1.677,29.298,6.993823394,3.601248942
1,3,8,4,7,1.568,30.407,7.77650025,3.921536037
1,3,9,4,7,1.466,31.128,8.829602329,3.918213722
1,3,10,4,7,1.377,31.735,9.868780126,3.903054208
1,3,11,4,7,1.273,32.288,11.29378973,3.79120382
1,3,12,4,7,1.208,32.802,12.24229282,3.830809646
1,3,13,4,7,1.15,33.265,13.17927233,3.865007112
1,3,14,4,7,1.096,33.682,14.14455898,3.886008324
1,3,15,4,7,1.047,34.063,15.10571962,3.904497933
1,3,6,5,7,1.624,29.71,7.42592451,3.650275248
1,3,7,5,7,1.515,30.989,8.194481103,4.09808751
1,3,8,5,7,1.438,31.893,8.851922838,4.384038256
1,3,9,5,7,1.368,32.694,9.560925747,4.600080108
1,3,10,5,7,1.303,33.398,10.33680422,4.745860289
1,3,11,5,7,1.242,34.023,11.17447403,4.839186882
1,3,12,5,7,1.186,33.996,12.2758832,4.485497507
1,3,13,5,7,1.133,34.472,13.17424951,4.523656118
1,3,14,5,7,1.084,34.905,14.0865566,4.551301699
1,3,15,5,7,1.039,35.302,15.00072847,4.574047971
1,3,7,6,7,1.453,32.308,8.288429842,4.933631327
1,3,8,6,7,1.39,33.28,8.687595244,5.418008826
1,3,9,6,7,1.328,33.58,9.744552183,5.10688501
1,3,10,6,7,1.267,34.255,10.53883452,5.225784608
1,3,11,6,7,1.21,34.879,11.37198235,5.317662377
1,3,12,6,7,1.156,35.444,12.26091497,5.373526618
1,3,13,6,7,1.105,35.711,13.30867377,5.218788507
1,3,14,6,7,1.059,36.178,14.21623464,5.256495615
1,3,15,6,7,1.016,36.606,15.14371086,5.282968267
1,3,2,1,7,3.859,18.862,1.07587554,1.07587554
1,3,3,1,7,3.405,19.998,1.444039887,1.444039887
1,3,4,1,7,3.128,21.173,1.799179244,1.799179244
1,3,5,1,7,2.875,21.889,2.095258088,2.095258088
1,3,6,1,7,2.628,22.825,2.474357139,2.474357139
1,3,7,1,7,2.413,23.399,3.638798269,1.977337008
1,3,8,1,7,2.226,23.911,4.57033453,1.725644147
1,3,9,1,7,2.064,24.266,5.401297358,1.538197857
1,3,10,1,7,1.924,24.933,6.146151998,1.585330691
1,3,11,1,7,1.798,25.055,6.927246061,1.400190335
1,3,12,1,7,1.687,25.396,7.678112542,1.355139813
1,3,13,1,7,1.587,25.872,8.442598825,1.385504361
1,3,14,1,7,1.497,25.987,9.190353464,1.284862198
1,3,15,1,7,1.417,26.231,9.936566158,1.25407913
1,4,3,2,3,2.137,13.118,3.043224107,1.887945474
1,4,4,2,3,1.85,13.911,4.011462421,1.942228703
1,4,5,2,3,1.637,14.424,4.975834052,1.918883736
1,4,6,2,3,1.467,14.997,5.870800647,2.010652565
1,4,7,2,3,1.329,15.256,6.837426244,1.949347723
1,4,8,2,3,1.213,15.569,7.779732418,1.956796193
1,4,9,2,3,1.116,15.982,8.689547411,2.040725302
1,4,10,2,3,1.033,16.218,9.632116658,2.04645599
1,4,11,2,3,0.9621,16.261,10.58225931,1.973401553
1,4,12,2,3,0.8998,16.589,11.50567544,2.04948678
1,4,13,2,3,0.8451,16.57,12.4533688,1.971340679
1,4,14,2,3,0.7966,16.708,13.38820174,1.974447728
1,4,15,2,3,0.7534,17.041,14.32047653,2.069681202
1,4,4,3,3,1.615,15.137,4.737715526,2.460549104
1,4,5,3,3,1.432,16.003,5.662335185,2.705714174
1,4,6,3,3,1.29,16.588,6.675521692,2.779197245
1,4,7,3,3,1.174,16.89,7.776113622,2.700033481
1,4,8,3,3,1.077,17.289,8.795987987,2.742392855
1,4,9,3,3,0.9939,17.626,9.834599181,2.770947113
1,4,10,3,3,0.9224,17.915,10.88068657,2.79210128
1,4,11,3,3,0.8602,18.165,11.93384492,2.80778402
1,4,12,3,3,0.8056,18.34,13.00313622,2.795623932
1,4,13,3,3,0.7577,18.835,13.99148047,2.971925107
1,4,14,3,3,0.7151,18.702,15.11389953,2.814097707
1,4,15,3,3,0.7107,19.155,15.14424469,3.048577465
1,4,5,4,3,1.309,17.173,6.030646252,3.434984357
1,4,6,4,3,1.199,17.604,7.074361733,3.369482705
1,4,7,4,3,1.108,18.147,7.939702293,3.500614817
1,4,8,4,3,1.03,18.561,8.860193807,3.552187676
1,4,9,4,3,0.9621,18.955,9.77142563,3.618316198
1,4,10,4,3,0.9029,19.707,10.45845144,3.998791557
1,4,11,4,3,0.8507,20.033,11.38254206,4.04251467
1,4,12,4,3,0.8044,20.325,12.30602131,4.080066018
1,4,13,4,3,0.7629,20.496,13.27701463,4.044195226
1,4,14,4,3,0.72,20.651,14.39865702,3.995699878
1,4,15,4,3,0.664,20.452,16.20230452,3.686003763
1,4,6,5,3,1.123,18.897,6.966351591,4.492482748
1,4,7,5,3,1.043,19.55,7.764777448,4.717704536
1,4,8,5,3,0.9397,20.093,9.405302268,4.571914007
1,4,9,5,3,0.8928,20.558,10.05552748,4.758833074
1,4,10,5,3,0.8492,20.435,11.1705421,4.376482385
1,4,11,5,3,0.8094,20.772,11.92198494,4.468675018
1,4,12,5,3,0.7729,20.977,12.75288239,4.46041119
1,4,13,5,3,0.7393,21.247,13.54180749,4.518596658
1,4,14,5,3,0.7083,21.494,14.34315965,4.567456989
1,4,15,5,3,0.6798,22.496,14.68993907,5.246430881
1,4,7,6,3,0.9607,20.457,8.505687892,5.241378662
1,4,8,6,3,0.9205,20.523,9.429879915,4.931391309
1,4,9,6,3,0.8821,20.914,9.982868889,5.086538698
1,4,10,6,3,0.8456,21.34,10.52304946,5.2860321
1,4,11,6,3,0.8076,22.514,10.23161878,6.553183623
1,4,12,6,3,0.7722,22.92,10.97796144,6.652021503
1,4,13,6,3,0.7399,23.301,11.72350509,6.746702433
1,6,14,6,8,2.311,40.097,14.23084721,5.812422386
1,6,15,6,8,2.215,40.633,15.22219785,5.851372774
1,6,2,1,8,5.771,20.879,2.880978479,0.065989391
1,6,3,1,8,5.498,22.075,3.35232035,0.361781365
1,6,4,1,8,5.172,23.277,3.921558318,0.62948921
1,6,5,1,8,4.728,24.24,4.771637159,0.690256606
1,6,6,1,8,4.358,25.058,5.597845419,0.741604789
1,6,7,1,8,4.037,25.737,6.42369156,0.768288843
1,6,8,1,8,3.753,26.34,7.2632915,0.788534797
1,6,9,1,8,3.508,26.994,8.109278653,0.852538354
1,6,10,1,8,3.293,27.499,8.940998293,0.878549898
1,6,11,1,8,3.099,27.934,9.782787604,0.891551702
1,6,12,1,8,2.925,28.228,10.60901335,0.867173756
1,6,13,1,8,2.769,28.545,11.44499139,0.863123979
1,6,14,1,8,2.626,28.852,12.29913473,0.863803117
1,6,15,1,8,2.497,29.131,13.1512742,0.863967406
1,6,3,2,8,5.385,24.183,3.432404881,1.338912095
1,6,4,2,8,4.733,25.404,4.753319341,1.237395559
1,6,5,2,8,4.408,26.066,5.505148787,1.229791943
1,6,6,2,8,4.123,26.974,6.242097793,1.374134772
1,6,7,2,8,3.856,28.199,7.01784314,1.675160693
1,6,8,2,8,3.609,28.754,7.867094589,1.668082955
1,6,9,2,8,3.382,29.353,8.747652741,1.699276382
1,6,10,2,8,3.176,30.066,9.655193236,1.796136718
1,6,11,2,8,2.99,30.554,10.57907489,1.811094483
1,6,12,2,8,2.822,30.761,11.4992103,1.727600106
1,6,13,2,8,2.674,31.139,12.41203545,1.733356998
1,6,14,2,8,2.541,31.098,13.27175108,1.593025367
1,6,15,2,8,2.421,31.445,14.17341809,1.612555834
1,6,4,3,8,4.495,27.188,5.120747495,1.950963003
1,6,5,3,8,4.254,28.252,5.651973784,2.248161543
1,6,6,3,8,4.054,29.201,6.131982489,2.526744688
1,6,7,3,8,3.845,30.235,6.688456669,2.832195998
1,6,8,3,8,3.619,30.996,7.505872869,2.89419515
1,6,9,3,8,3.377,31.668,8.534633606,2.86555891
1,6,10,3,8,3.167,32.268,9.533500502,2.853567608
1,6,11,3,8,2.983,32.822,10.50976184,2.857952273
1,6,12,3,8,2.824,33.042,11.47594853,2.732611849
1,6,13,3,8,2.68,33.5,12.4113888,2.749212347
1,6,14,3,8,2.55,33.914,13.34462882,2.762255606
1,6,15,3,8,2.431,33.811,14.28887036,2.561738397
1,6,5,4,8,4.211,29.939,4.749048026,3.844836447
1,6,6,4,8,3.779,31.058,6.671436893,3.309815074
1,6,7,4,8,3.531,31.259,7.861317612,2.894853812
1,6,8,4,8,3.328,32.893,8.442227575,3.564002064
1,6,9,4,8,3.14,33.652,9.348130289,3.643697479
1,6,10,4,8,2.956,33.959,10.46724208,3.443378689
1,6,11,4,8,2.873,34.545,10.89549398,3.626174747
1,6,12,4,8,2.718,35.075,11.91809307,3.623610492
1,6,13,4,8,2.579,35.402,12.95941315,3.54086668
1,6,14,4,8,2.453,35.83,13.9706222,3.539118305
1,6,15,4,8,2.339,36.222,14.97511921,3.539016152
1,6,6,5,6,2.839,27.228,7.896148195,3.563131396
1,6,7,5,6,2.652,28.089,8.780157604,3.762504724
1,6,8,5,6,2.535,28.751,9.360867005,3.966940764
1,6,9,5,6,2.428,29.434,9.922583214,4.201453201
1,6,10,5,6,2.325,30.617,10.24251569,4.85478086
1,6,11,5,6,2.226,31.193,10.93936007,4.992896215
1,6,12,5,6,2.132,31.706,11.69628706,5.083482112
1,6,13,5,6,2.044,32.166,12.48802826,5.144309095
1,6,14,5,6,1.959,32.583,13.33891498,5.177110735
1,6,15,5,6,1.88,32.963,14.20343415,5.199615971
1,6,7,6,6,2.579,29.136,8.780967413,4.4318075
1,6,8,6,6,2.487,30.55,8.476149574,5.62022177
1,6,9,6,6,2.389,31.345,8.806340812,6.077820806
1,6,10,6,6,2.289,32.036,9.410989489,6.3017077
1,6,11,6,6,2.192,32.65,10.16658775,6.39795735
1,6,12,6,6,2.1,32.203,11.78422874,5.387889742
1,6,13,6,6,2.012,33.705,11.87635473,6.443555422
